,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,Unnamed: 0,whole_tweet,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url,jpg_url,predicted_breed
1229,674053186244734976,2015-12-08 02:29:37 +0000,"This is Stanley. Yes he is aware of the spoon's presence, he just doesn't know what he should do about it. 10/10",10,10,Stanley,1911,"This is Stanley. Yes he is aware of the spoon's presence, he just doesn't know what he should do about it. 10/10 https://t.co/gQAMg5ypW5",3415,1361,7437203,10,Twitter for iPhone,Original tweet,https://t.co/gQAMg5ypW5,https://pbs.twimg.com/media/CVq3zAaWwAA8vpk.jpg,cardigan
1230,674051556661161984,2015-12-08 02:23:09 +0000,This is Lucy. She knits. Specializes in toboggans. 10/10 I'd buy a toboggan from Lucy,10,10,Lucy,1912,This is Lucy. She knits. Specializes in toboggans. 10/10 I'd buy a toboggan from Lucy https://t.co/YE2XDHy4Yk,1486,504,7437203,10,Twitter for iPhone,Original tweet,https://t.co/YE2XDHy4Yk,https://pbs.twimg.com/media/CVq2UHwWEAAduMw.jpg,shih-tzu
1232,674038233588723717,2015-12-08 01:30:12 +0000,This is Kaiya. She's an aspiring shoe model. 12/10 follow your dreams pupper,12,10,Kaiya,1915,This is Kaiya. She's an aspiring shoe model. 12/10 follow your dreams pupper https://t.co/nX8FiGRHvk,1127,429,7437203,10,Twitter for iPhone,Original tweet,https://t.co/nX8FiGRHvk,https://pbs.twimg.com/media/CVqqMtiVEAEye_L.jpg,eskimo dog
1235,674019345211760640,2015-12-08 00:15:09 +0000,This is Acro. You briefly see her out of the corner of your eye. You look and she's not there. 10/10 mysterious pup,10,10,Acro,1918,This is Acro. You briefly see her out of the corner of your eye. You look and she's not there. 10/10 mysterious pup https://t.co/fqiEsTduEs,1167,312,7437204,10,Twitter for iPhone,Original tweet,https://t.co/fqiEsTduEs,https://pbs.twimg.com/media/CVqZBO8WUAAd931.jpg,collie
1241,673708611235921920,2015-12-07 03:40:24 +0000,This is Riley. She's just an adorable football fan. 12/10 I'd watch the sports with her,12,10,Riley,1929,This is Riley. She's just an adorable football fan. 12/10 I'd watch the sports with her https://t.co/kLV8zUCfc8,1103,300,7437204,10,Twitter for iPhone,Original tweet,https://t.co/kLV8zUCfc8,https://pbs.twimg.com/media/CVl-Z0dWcAAs7wr.jpg,golden retriever
1242,673707060090052608,2015-12-07 03:34:14 +0000,This is Raymond. He's absolutely terrified of floating tennis ball. 10/10 it'll be ok pupper,10,10,Raymond,1930,This is Raymond. He's absolutely terrified of floating tennis ball. 10/10 it'll be ok pupper https://t.co/QyH1CaY3SM,1126,405,7437204,10,Twitter for iPhone,Original tweet,https://t.co/QyH1CaY3SM,https://pbs.twimg.com/media/CVl8_EPWoAAcuSC.jpg,german short-haired pointer
1243,673705679337693185,2015-12-07 03:28:45 +0000,This is Dot. He found out you only pretended to throw the ball that one time. You don't fuck with Dot. 8/10,8,10,Dot,1931,This is Dot. He found out you only pretended to throw the ball that one time. You don't fuck with Dot. 8/10 https://t.co/Ymg4fwKlZd,1290,413,7437204,10,Twitter for iPhone,Original tweet,https://t.co/Ymg4fwKlZd,https://pbs.twimg.com/media/CVl7u00WcAAufzR.jpg,shih-tzu
1246,673686845050527744,2015-12-07 02:13:55 +0000,This is George. He's upset that the 4th of July isn't everyday. 11/10,11,10,George,1936,This is George. He's upset that the 4th of July isn't everyday. 11/10 https://t.co/wImU0jdx3E,1484,456,7437204,10,Twitter for iPhone,Original tweet,https://t.co/wImU0jdx3E,https://pbs.twimg.com/media/CVlqi_AXIAASlcD.jpg,pekinese
1247,673680198160809984,2015-12-07 01:47:30 +0000,This is Shnuggles. I would kill for Shnuggles. 13/10,13,10,Shnuggles,1937,This is Shnuggles. I would kill for Shnuggles. 13/10 https://t.co/GwvpQiQ7oQ,1407,485,7437204,10,Twitter for iPhone,Original tweet,https://t.co/GwvpQiQ7oQ,https://pbs.twimg.com/media/CVlkid8WoAAqDlB.jpg,samoyed
1248,673662677122719744,2015-12-07 00:37:52 +0000,This is Kendall. 12/10 would cuddle the hell out of,12,10,Kendall,1938,This is Kendall. 12/10 would cuddle the hell out of https://t.co/fJulMurnfj,1279,375,7437204,10,Twitter for iPhone,Original tweet,https://t.co/fJulMurnfj,https://pbs.twimg.com/media/CVlUfBbUwAQyfcD.jpg,labrador retriever
1249,673656262056419329,2015-12-07 00:12:23 +0000,This is Albert AKA King Banana Peel. He's a kind ruler of the kitchen. Very jubilant pupper. 10/10 overall great dog,10,10,Albert,1939,This is Albert AKA King Banana Peel. He's a kind ruler of the kitchen. Very jubilant pupper. 10/10 overall great dog https://t.co/PN8hxgZ9We,736,253,7437204,10,Twitter for iPhone,Original tweet,https://t.co/PN8hxgZ9We,https://pbs.twimg.com/media/CVlOy3pW4AQ9H1K.jpg,bull mastiff
1250,673612854080196609,2015-12-06 21:19:54 +0000,This is Jeffri. He's a speckled ice pupper. Very lazy. Enjoys the occasional swim. Rather majestic really. 7/10,7,10,Jeffri,1941,This is Jeffri. He's a speckled ice pupper. Very lazy. Enjoys the occasional swim. Rather majestic really. 7/10 https://t.co/0iyItbtkr8,1627,752,7437204,10,Twitter for iPhone,Original tweet,https://t.co/0iyItbtkr8,https://pbs.twimg.com/media/CVknUTlVEAARjU5.jpg,newfoundland
1252,673359818736984064,2015-12-06 04:34:25 +0000,This is Steve. He was just relaxing in hot tub when he was intruded upon. 8/10 poor little pup,8,10,Steve,1946,This is Steve. He was just relaxing in hot tub when he was intruded upon. 8/10 poor little pup https://t.co/EPq0MRAraJ,1489,697,7437204,10,Twitter for iPhone,Original tweet,https://t.co/EPq0MRAraJ,https://pbs.twimg.com/media/CVhBLohWEAAXtYl.jpg,english setter
1253,673355879178194945,2015-12-06 04:18:46 +0000,This is Koda. She's a boss. Helps shift gears. Can even drive herself. Still no seat belt (reckless af). 11/10,11,10,Koda,1947,This is Koda. She's a boss. Helps shift gears. Can even drive herself. Still no seat belt (reckless af). 11/10 https://t.co/0zUxlrhZrQ,1530,607,7437204,10,Twitter for iPhone,Original tweet,https://t.co/0zUxlrhZrQ,https://pbs.twimg.com/media/CVg9mTYWIAAu7J6.jpg,rottweiler
1255,673350198937153538,2015-12-06 03:56:12 +0000,This is Bella. She's a Genghis Flopped Canuck. Stuck in trash can. 9/10 not to happy about it,9,10,Bella,1949,This is Bella. She's a Genghis Flopped Canuck. Stuck in trash can. 9/10 not to happy about it https://t.co/RMv9EAv57u,759,222,7437204,10,Twitter for iPhone,Original tweet,https://t.co/RMv9EAv57u,https://pbs.twimg.com/media/CVg4bo8WEAANEEE.jpg,west highland white terrier
1257,673320132811366400,2015-12-06 01:56:44 +0000,This is Frankie. He's wearing blush. 11/10 really accents the cheek bones,11,10,Frankie,1953,This is Frankie. He's wearing blush. 11/10 really accents the cheek bones https://t.co/iJABMhVidf,13804,8279,7437204,10,Twitter for iPhone,Original tweet,https://t.co/iJABMhVidf,https://pbs.twimg.com/media/CVgdFjNWEAAxmbq.jpg,samoyed
1260,673270968295534593,2015-12-05 22:41:22 +0000,This is Mac. His dad's probably a lawyer. 11/10,11,10,Mac,1956,This is Mac. His dad's probably a lawyer. 11/10 https://t.co/mjC0QpXGum,1089,384,7437204,10,Twitter for iPhone,Original tweet,https://t.co/mjC0QpXGum,https://pbs.twimg.com/media/CVfwXuWWIAAqnoi.jpg,shih-tzu
1262,673213039743795200,2015-12-05 18:51:11 +0000,This is Dexter. He just got some big news. 10/10,10,10,Dexter,1958,This is Dexter. He just got some big news. 10/10 https://t.co/CbvCUE6PFI,2308,882,7437204,10,Twitter for iPhone,Original tweet,https://t.co/CbvCUE6PFI,https://pbs.twimg.com/media/CVe7r7QVEAAc4Bg.jpg,schipperke
1264,672995267319328768,2015-12-05 04:25:50 +0000,This is Pumpkin. He can look in two different directions at once. Great with a screwdriver. 8/10,8,10,Pumpkin,1961,This is Pumpkin. He can look in two different directions at once. Great with a screwdriver. 8/10 https://t.co/odpuqtz2Fq,979,309,7437204,10,Twitter for iPhone,Original tweet,https://t.co/odpuqtz2Fq,https://pbs.twimg.com/media/CVb1mRiWcAADBsE.jpg,french bulldog
1265,672988786805112832,2015-12-05 04:00:04 +0000,This is Schnozz. He's had a blurred tail since birth. Hasn't let that stop him. 10/10 inspirational pupper,10,10,Schnozz,1962,This is Schnozz. He's had a blurred tail since birth. Hasn't let that stop him. 10/10 inspirational pupper https://t.co/a3zYMcvbXG,1000,303,7437204,10,Twitter for iPhone,Original tweet,https://t.co/a3zYMcvbXG,https://pbs.twimg.com/media/CVbvjKqW4AA_CuD.jpg,lakeland terrier
1267,672975131468300288,2015-12-05 03:05:49 +0000,This is Chuckles. He is one skeptical pupper. 10/10 stay woke Chuckles,10,10,Chuckles,1965,This is Chuckles. He is one skeptical pupper. 10/10 stay woke Chuckles https://t.co/ZlcF0TIRW1,1719,949,7437204,10,Twitter for iPhone,Original tweet,https://t.co/ZlcF0TIRW1,https://pbs.twimg.com/media/CVbjRSIWsAElw2s.jpg,pug
1268,672968025906282496,2015-12-05 02:37:35 +0000,This is Gustaf. He's a purebred Chevy Equinox. Loves to shred. Gnarly lil pup. Great with the babes. 11/10,11,10,Gustaf,1967,This is Gustaf. He's a purebred Chevy Equinox. Loves to shred. Gnarly lil pup. Great with the babes. 11/10 https://t.co/7CbO2eMAgJ,1344,568,7437204,10,Twitter for iPhone,Original tweet,https://t.co/7CbO2eMAgJ,https://pbs.twimg.com/media/CVbc2V2WsAE3-kn.jpg,toy poodle
1269,672964561327235073,2015-12-05 02:23:49 +0000,This is Terry. He's a Toasty Western Sriracha. Doubles as a table. Great for parties. 10/10 would highly recommend,10,10,Terry,1968,This is Terry. He's a Toasty Western Sriracha. Doubles as a table. Great for parties. 10/10 would highly recommend https://t.co/1ui7a1ZLTT,1456,663,7437204,10,Twitter for iPhone,Original tweet,https://t.co/1ui7a1ZLTT,https://pbs.twimg.com/media/CVbZsouWUAIsxMc.jpg,chihuahua
1270,672877615439593473,2015-12-04 20:38:19 +0000,This is Oscar. He's getting bombarded with the snacks. Not sure he's happy about it. 8/10 for Oscar,8,10,Oscar,1972,This is Oscar. He's getting bombarded with the snacks. Not sure he's happy about it. 8/10 for Oscar https://t.co/dJHI7uC2y3,1055,381,7437204,10,Twitter for iPhone,Original tweet,https://t.co/dJHI7uC2y3,https://pbs.twimg.com/media/CVaKn75XAAEU09u.jpg,chihuahua
1271,672834301050937345,2015-12-04 17:46:12 +0000,"This is Ed. He's not mad, just disappointed. 10/10",10,10,Ed,1973,"This is Ed. He's not mad, just disappointed. 10/10 https://t.co/BIljU0zhLN",1343,590,7437204,10,Twitter for iPhone,Original tweet,https://t.co/BIljU0zhLN,https://pbs.twimg.com/media/CVZjOktVAAAtigw.jpg,pembroke
1272,672640509974827008,2015-12-04 04:56:09 +0000,This is Leonidas. He just got rekt by a snowball. 9/10 doggy down,9,10,Leonidas,1975,This is Leonidas. He just got rekt by a snowball. 9/10 doggy down https://t.co/uNrmYDUa9M,997,334,7437204,10,Twitter for iPhone,Original tweet,https://t.co/uNrmYDUa9M,https://pbs.twimg.com/media/CVWy9v-VAAALSoE.jpg,chesapeake bay retriever
1276,672591762242805761,2015-12-04 01:42:26 +0000,This is Taz. He boxes leaves. 10/10,10,10,Taz,1981,This is Taz. He boxes leaves. 10/10 https://t.co/bWQ0iIcP0w,973,345,7437204,10,Twitter for iPhone,Original tweet,https://t.co/bWQ0iIcP0w,https://pbs.twimg.com/media/CVWGotpXAAMRfGq.jpg,kuvasz
1278,672488522314567680,2015-12-03 18:52:12 +0000,"This is Jackie. She was all ready to go out, but her friends just cancelled on her. 10/10 hang in there Jackie",10,10,Jackie,1985,"This is Jackie. She was all ready to go out, but her friends just cancelled on her. 10/10 hang in there Jackie https://t.co/rVfi6CCidK",1141,454,7437204,10,Twitter for iPhone,Original tweet,https://t.co/rVfi6CCidK,https://pbs.twimg.com/media/CVUovvHWwAAD-nu.jpg,doberman
1281,672466075045466113,2015-12-03 17:23:00 +0000,This is Franq and Pablo. They're working hard getting ready for Christmas. 12/10 for both. Amazing pups,12,10,Franq,1989,This is Franq and Pablo. They're working hard getting ready for Christmas. 12/10 for both. Amazing pups https://t.co/8lKFBOQ2J5,1383,559,7437204,10,Twitter for iPhone,Original tweet,https://t.co/8lKFBOQ2J5,https://pbs.twimg.com/media/CVUUU_EWoAAxABV.jpg,cocker spaniel
1282,672272411274932228,2015-12-03 04:33:27 +0000,This is Pippin. He is terrified of his new little yellow giraffe. 11/10,11,10,Pippin,1990,This is Pippin. He is terrified of his new little yellow giraffe. 11/10 https://t.co/ZICNl6tIr5,6605,3511,7437205,10,Twitter for iPhone,Original tweet,https://t.co/ZICNl6tIr5,https://pbs.twimg.com/media/CVRkLuJWUAAhhYp.jpg,pug
1284,672264251789176834,2015-12-03 04:01:02 +0000,This is Kreg. He has the eyes of a tyrannical dictator. Will not rest until household is his. 10/10,10,10,Kreg,1992,This is Kreg. He has the eyes of a tyrannical dictator. Will not rest until household is his. 10/10 https://t.co/TUeuaOmunV,1172,352,7437205,10,Twitter for iPhone,Original tweet,https://t.co/TUeuaOmunV,https://pbs.twimg.com/media/CVRcxJ-WsAAXOhO.jpg,chihuahua
1285,672254177670729728,2015-12-03 03:21:00 +0000,This is Rolf. He's having the time of his life. 11/10 good pupper,11,10,Rolf,1994,This is Rolf. He's having the time of his life. 11/10 good pupper https://t.co/OO6MqEbqG3,1466,765,7437205,10,Twitter for iPhone,Original tweet,https://t.co/OO6MqEbqG3,https://pbs.twimg.com/media/CVRTmz1WcAA4uMF.jpg,pug
1288,672239279297454080,2015-12-03 02:21:48 +0000,This is Ridley. He doesn't know how to couch. 7/10,7,10,Ridley,1997,This is Ridley. He doesn't know how to couch. 7/10 https://t.co/UHJE0UgMf7,914,330,7437205,10,Twitter for iPhone,Original tweet,https://t.co/UHJE0UgMf7,https://pbs.twimg.com/media/CVRGDrsWsAAUWSF.jpg,pug
1289,672222792075620352,2015-12-03 01:16:17 +0000,This is Cal. He's a Swedish Geriatric Cheddar. Upset because the pope is laughing at his eyebrows. 9/10,9,10,Cal,1999,This is Cal. He's a Swedish Geriatric Cheddar. Upset because the pope is laughing at his eyebrows. 9/10 https://t.co/EW4MsOrF5O,804,219,7437205,10,Twitter for iPhone,Original tweet,https://t.co/EW4MsOrF5O,https://pbs.twimg.com/media/CVQ3EDdWIAINyhM.jpg,beagle
1290,672169685991993344,2015-12-02 21:45:16 +0000,This is Bradley. That is his sandwich. He carries it everywhere. 10/10,10,10,Bradley,2001,This is Bradley. That is his sandwich. He carries it everywhere. 10/10 https://t.co/AjBkGTyCeO,1044,382,7437205,10,Twitter for iPhone,Original tweet,https://t.co/AjBkGTyCeO,https://pbs.twimg.com/media/CVQGv-vUwAEUjCj.jpg,cocker spaniel
1291,672160042234327040,2015-12-02 21:06:56 +0000,This is Bubba. He's a Titted Peebles Aorta. Evolutionary masterpiece. Comfortable with his body. 8/10 great pupper,8,10,Bubba,2002,This is Bubba. He's a Titted Peebles Aorta. Evolutionary masterpiece. Comfortable with his body. 8/10 great pupper https://t.co/aNkkl5nH3W,885,371,7437205,10,Twitter for iPhone,Original tweet,https://t.co/aNkkl5nH3W,https://pbs.twimg.com/media/CVP9_beUEAAwURR.jpg,pug
1293,672095186491711488,2015-12-02 16:49:14 +0000,This is Tuco. That's the toast that killed his father. 9/10,9,10,Tuco,2005,This is Tuco. That's the toast that killed his father. 9/10 https://t.co/ujnWy26RMe,1018,379,7437205,10,Twitter for iPhone,Original tweet,https://t.co/ujnWy26RMe,https://pbs.twimg.com/media/CVPDAR9XIAAm8QB.jpg,pug
1295,671896809300709376,2015-12-02 03:40:57 +0000,This is Lola. She fell asleep on a piece of pizza. 10/10 frighteningly relatable,10,10,Lola,2008,This is Lola. She fell asleep on a piece of pizza. 10/10 frighteningly relatable https://t.co/eqmkr2gmPH,8647,4308,7437205,10,Twitter for iPhone,Original tweet,https://t.co/eqmkr2gmPH,https://pbs.twimg.com/media/CVMOlMiWwAA4Yxl.jpg,chow
1296,671891728106971137,2015-12-02 03:20:45 +0000,This is Mojo. Apparently he's too cute for a seat belt. Hella careless. I'd still pet him tho. 11/10 buckle up pup,11,10,Mojo,2009,This is Mojo. Apparently he's too cute for a seat belt. Hella careless. I'd still pet him tho. 11/10 buckle up pup https://t.co/dzZYx2NByW,1357,586,7437205,10,Twitter for iPhone,Original tweet,https://t.co/dzZYx2NByW,https://pbs.twimg.com/media/CVMJ9guXAAAhAiK.jpg,labrador retriever
1304,671536543010570240,2015-12-01 03:49:23 +0000,This is Reginald. He's pondering what life would be like without so much damn skin. 9/10 it'll be ok buddy,9,10,Reginald,2028,This is Reginald. He's pondering what life would be like without so much damn skin. 9/10 it'll be ok buddy https://t.co/1U5Ro5FA4c,1206,423,7437206,10,Twitter for iPhone,Original tweet,https://t.co/1U5Ro5FA4c,https://pbs.twimg.com/media/CVHG6_AWwAEJf_u.jpg,pug
1307,671518598289059840,2015-12-01 02:38:04 +0000,This is Scruffers. He's being violated on multiple levels and is not happy about it. 9/10 hang in there Scruffers,9,10,Scruffers,2032,This is Scruffers. He's being violated on multiple levels and is not happy about it. 9/10 hang in there Scruffers https://t.co/nLQoltwEZ7,970,302,7437206,10,Twitter for iPhone,Original tweet,https://t.co/nLQoltwEZ7,https://pbs.twimg.com/media/CVG2l9jUYAAwg-w.jpg,lakeland terrier
1308,671504605491109889,2015-12-01 01:42:28 +0000,This is Charlie. He was just informed that dogs can't be Jedi. 11/10,11,10,Charlie,2034,This is Charlie. He was just informed that dogs can't be Jedi. 11/10 https://t.co/mGW5c50mPA,7194,3661,7437206,10,Twitter for iPhone,Original tweet,https://t.co/mGW5c50mPA,https://pbs.twimg.com/media/CVGp4LKWoAAoD03.jpg,toy poodle
1309,671486386088865792,2015-12-01 00:30:04 +0000,This is Malcolm. He just saw a spider. 10/10,10,10,Malcolm,2037,This is Malcolm. He just saw a spider. 10/10 https://t.co/ympkwF65Dx,595,212,7437206,10,Twitter for iPhone,Original tweet,https://t.co/ympkwF65Dx,https://pbs.twimg.com/media/CVGZTboUsAATohd.jpg,german shepherd
1312,671355857343524864,2015-11-30 15:51:24 +0000,This is Lou. He's a Petrarch Sunni Pinto. Well-behaved pup. Little legs just hang there. 10/10 would pet firmly,10,10,Lou,2042,This is Lou. He's a Petrarch Sunni Pinto. Well-behaved pup. Little legs just hang there. 10/10 would pet firmly https://t.co/FoCULrC3rD,490,117,7437206,10,Twitter for iPhone,Original tweet,https://t.co/FoCULrC3rD,https://pbs.twimg.com/media/CVEilyCUwAETbJ-.jpg,miniature poodle
1313,671186162933985280,2015-11-30 04:37:05 +0000,This is Sparky. That's his pancake now. He will raise it as his own. 10/10,10,10,Sparky,2044,This is Sparky. That's his pancake now. He will raise it as his own. 10/10 https://t.co/96tMaWyoWt,754,219,7437206,10,Twitter for iPhone,Original tweet,https://t.co/96tMaWyoWt,https://pbs.twimg.com/media/CVCIQX7UkAEzqh_.jpg,chihuahua
1321,671109016219725825,2015-11-29 23:30:32 +0000,This is Toby. He asked for chocolate cake for his birthday but was given vanilla instead. 8/10 it'll be ok Toby,8,10,Toby,2057,This is Toby. He asked for chocolate cake for his birthday but was given vanilla instead. 8/10 it'll be ok Toby https://t.co/sYi2G0he4H,1172,455,7437206,10,Twitter for iPhone,Original tweet,https://t.co/sYi2G0he4H,https://pbs.twimg.com/media/CVBCFkyU4AE2Wcr.jpg,basenji
1324,670833812859932673,2015-11-29 05:16:59 +0000,This is Jett. He is unimpressed by flower. 7/10,7,10,Jett,2062,This is Jett. He is unimpressed by flower. 7/10 https://t.co/459qWNnV3F,462,128,7437206,10,Twitter for iPhone,Original tweet,https://t.co/459qWNnV3F,https://pbs.twimg.com/media/CU9HyzSWIAAVcte.jpg,pekinese
1325,670832455012716544,2015-11-29 05:11:35 +0000,This is Amy. She is Queen Starburst. 10/10 unexplainably juicy,10,10,Amy,2063,This is Amy. She is Queen Starburst. 10/10 unexplainably juicy https://t.co/Hj2HtxpcSx,750,226,7437206,10,Twitter for iPhone,Original tweet,https://t.co/Hj2HtxpcSx,https://pbs.twimg.com/media/CU9GjzrUkAAWPh4.jpg,malinois
1326,670823764196741120,2015-11-29 04:37:03 +0000,This is Remington. He's a man dime. 12/10,12,10,Remington,2065,This is Remington. He's a man dime. 12/10 https://t.co/m3ufSDwHHJ,795,198,7437206,10,Twitter for iPhone,Original tweet,https://t.co/m3ufSDwHHJ,https://pbs.twimg.com/media/CU8-puBWwAAR8Xl.jpg,labrador retriever
1327,670815497391357952,2015-11-29 04:04:12 +0000,This is Sage. He likes to burn shit. 10/10,10,10,Sage,2067,This is Sage. He likes to burn shit. 10/10 https://t.co/nLYruSMRe6,3242,1596,7437206,10,Twitter for iPhone,Original tweet,https://t.co/nLYruSMRe6,https://pbs.twimg.com/media/CU83IZ8W4AEIh4y.jpg,american staffordshire terrier
1332,670797304698376195,2015-11-29 02:51:54 +0000,This is Trigger. He was minding his own business on stair when he overheard someone say they don't like bacon. 11/10,11,10,Trigger,2072,This is Trigger. He was minding his own business on stair when he overheard someone say they don't like bacon. 11/10 https://t.co/yqohZK4CL0,750,244,7437206,10,Twitter for iPhone,Original tweet,https://t.co/yqohZK4CL0,https://pbs.twimg.com/media/CU8mlhoVAAAteS5.jpg,pembroke
1335,670780561024270336,2015-11-29 01:45:22 +0000,This is Traviss. He has no ears. Two rare dogs in background. I bet they all get along nicely. 7/10s I'd pet all,7,10,Traviss,2078,This is Traviss. He has no ears. Two rare dogs in background. I bet they all get along nicely. 7/10s I'd pet all https://t.co/Viu56hVhhP,798,297,7437206,10,Twitter for iPhone,Original tweet,https://t.co/Viu56hVhhP,https://pbs.twimg.com/media/CU8XW2dWwAA-Lmc.jpg,labrador retriever
1341,670691627984359425,2015-11-28 19:51:59 +0000,This is Ester. He has a cocaine problem. This is an intervention Ester. We all care about you. 8/10,8,10,Ester,2086,This is Ester. He has a cocaine problem. This is an intervention Ester. We all care about you. 8/10 https://t.co/eCVj2xT59V,602,252,7437206,10,Twitter for iPhone,Original tweet,https://t.co/eCVj2xT59V,https://pbs.twimg.com/media/CU7GehOUYAA9nn-.jpg,shetland sheepdog
1342,670679630144274432,2015-11-28 19:04:19 +0000,This is Pluto. He's holding little waddling dog hostage. Little waddling dog very desperate at this point sos. 8/10,8,10,Pluto,2087,This is Pluto. He's holding little waddling dog hostage. Little waddling dog very desperate at this point sos. 8/10 https://t.co/HMcD9SLOAN,765,295,7437522,10,Twitter for iPhone,Original tweet,https://t.co/HMcD9SLOAN,https://pbs.twimg.com/media/CU67jGSUkAAk_1Y.jpg,ibizan hound
1343,670676092097810432,2015-11-28 18:50:15 +0000,This is Bloo. He's a Westminster Cîroc. Doesn't think Bart deserves legs. Nice flowers. 8/10,8,10,Bloo,2088,This is Bloo. He's a Westminster Cîroc. Doesn't think Bart deserves legs. Nice flowers. 8/10 https://t.co/IAc1QCczMc,258,45,7437206,10,Twitter for iPhone,Original tweet,https://t.co/IAc1QCczMc,https://pbs.twimg.com/media/CU64WOlWcAA37TV.jpg,dandie dinmont
1344,670444955656130560,2015-11-28 03:31:48 +0000,This is Paull. He just stubbed his toe. 10/10 deep breaths Paull,10,10,Paull,2095,This is Paull. He just stubbed his toe. 10/10 deep breaths Paull https://t.co/J5Mqn8VeYq,6863,2051,7437207,10,Twitter for iPhone,Original tweet,https://t.co/J5Mqn8VeYq,https://pbs.twimg.com/media/CU3mITUWIAAfyQS.jpg,english springer
1346,670428280563085312,2015-11-28 02:25:32 +0000,This is Willy. He's millennial af. 11/10,11,10,Willy,2100,This is Willy. He's millennial af. 11/10 https://t.co/Fm1SvVLsad,1416,654,7437207,10,Twitter for iPhone,Original tweet,https://t.co/Fm1SvVLsad,https://pbs.twimg.com/media/CU3W9ELWEAEdUA0.jpg,chow
1349,670403879788544000,2015-11-28 00:48:35 +0000,This is Nigel. He accidentally popped his ball after dunking so hard the backboard shattered. 10/10 great great pup,10,10,Nigel,2107,This is Nigel. He accidentally popped his ball after dunking so hard the backboard shattered. 10/10 great great pup https://t.co/vSd1TWFK1I,443,163,7437208,10,Twitter for iPhone,Original tweet,https://t.co/vSd1TWFK1I,https://pbs.twimg.com/media/CU3AxW1WoAA3_35.jpg,pug
1352,670338931251150849,2015-11-27 20:30:30 +0000,This is Butters. He's not ready for Thanksgiving to be over. 10/10 poor Butters,10,10,Butters,2111,This is Butters. He's not ready for Thanksgiving to be over. 10/10 poor Butters https://t.co/iTc578yDmY,437,114,7437208,10,Twitter for iPhone,Original tweet,https://t.co/iTc578yDmY,https://pbs.twimg.com/media/CU2FsRnVAAA3TEg.jpg,cairn
1355,670290420111441920,2015-11-27 17:17:44 +0000,This is Sandra. She's going skydiving. Nice adidas sandals. Stellar house plant. 11/10,11,10,Sandra,2114,This is Sandra. She's going skydiving. Nice adidas sandals. Stellar house plant. 11/10 https://t.co/orbkAq9kYF,724,298,7437208,10,Twitter for iPhone,Original tweet,https://t.co/orbkAq9kYF,https://pbs.twimg.com/media/CU1Zgk7UcAAjw2t.jpg,chihuahua
1356,670093938074779648,2015-11-27 04:16:59 +0000,This is Wally. He's a Flaccid Mitochondria. Going on vacation. Bag definitely full of treats. Great hat. 9/10,9,10,Wally,2115,This is Wally. He's a Flaccid Mitochondria. Going on vacation. Bag definitely full of treats. Great hat. 9/10 https://t.co/vYs9IVzHY9,1056,349,7437208,10,Twitter for iPhone,Original tweet,https://t.co/vYs9IVzHY9,https://pbs.twimg.com/media/CUym4Y5WsAEiI9_.jpg,toy poodle
1359,670061506722140161,2015-11-27 02:08:07 +0000,"This is Liam. He has a particular set of skills. He will look for you, he will find you, and he will kill you. 11/10",11,10,Liam,2120,"This is Liam. He has a particular set of skills. He will look for you, he will find you, and he will kill you. 11/10 https://t.co/uQMFKv1vjn",785,353,7437208,10,Twitter for iPhone,Original tweet,https://t.co/uQMFKv1vjn,https://pbs.twimg.com/media/CUyJYk1WoAMPROb.jpg,italian greyhound
1360,670046952931721218,2015-11-27 01:10:17 +0000,This is Ben &amp; Carson. It's impossible for them to tilt their heads in the same direction. Cheeky wink by Ben. 11/10s,11,10,Ben,2122,This is Ben &amp; Carson. It's impossible for them to tilt their heads in the same direction. Cheeky wink by Ben. 11/10s https://t.co/465sIBdvzU,660,181,7437208,10,Twitter for iPhone,Original tweet,https://t.co/465sIBdvzU,https://pbs.twimg.com/media/CUx8JSEXIAU6zPp.jpg,blenheim spaniel
1361,670003130994700288,2015-11-26 22:16:09 +0000,This is Raphael. He is a Baskerville Conquistador. Entertains at all the gatherings. 10/10 simply magnificent,10,10,Raphael,2125,This is Raphael. He is a Baskerville Conquistador. Entertains at all the gatherings. 10/10 simply magnificent https://t.co/3NTykJmtHt,342,96,7437208,10,Twitter for iPhone,Original tweet,https://t.co/3NTykJmtHt,https://pbs.twimg.com/media/CUxUSuaW4AAdQzv.jpg,beagle
1362,669942763794931712,2015-11-26 18:16:16 +0000,This is Andru. He made his very own lacrosse stick. Much dedication. Big dreams. Tongue slip. 11/10 go get em Andru,11,10,Andru,2128,This is Andru. He made his very own lacrosse stick. Much dedication. Big dreams. Tongue slip. 11/10 go get em Andru https://t.co/1VJoY3OJ1F,521,173,7437225,10,Twitter for iPhone,Original tweet,https://t.co/1VJoY3OJ1F,https://pbs.twimg.com/media/CUwdYL5UsAAP0XX.jpg,vizsla
1365,669683899023405056,2015-11-26 01:07:38 +0000,This is Kloey. Her mother was a unicorn. 10/10,10,10,Kloey,2134,This is Kloey. Her mother was a unicorn. 10/10 https://t.co/NvKJRYDosA,398,114,7437225,10,Twitter for iPhone,Original tweet,https://t.co/NvKJRYDosA,https://pbs.twimg.com/media/CUsx8q_WUAA-m4k.jpg,pomeranian
